variable_name,source_file,source_module,line,declared_type,attributes,dimensions,is_parameter,target_file,target_module,target_module_purpose,proposed_rename,referenced_by_n_files,referenced_by,possibly_referenced_by_n_files,possibly_referenced_by,documentation
F53,src/overland_channel/OCmod2.f90,OCmod2,77,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",FIVE_THIRDS,0,,0,,Exponent factor \(5/3\) used by the implemented derivative branches.
DZMIN,src/overland_channel/OCmod2.f90,OCmod2,78,DOUBLEPRECISION,PARAMETER,,True,src/overland_channel/oc_conveyance.f90,oc_conveyance,Channel conveyance and the depth thresholds it shares with the node solver.,,0,,0,,"Small depth/head-difference threshold, in metres."
RDZMIN,src/overland_channel/OCmod2.f90,OCmod2,79,DOUBLEPRECISION,PARAMETER,,True,src/overland_channel/oc_conveyance.f90,oc_conveyance,Channel conveyance and the depth thresholds it shares with the node solver.,,0,,0,,Square root of `DZMIN`.
H23MIN,src/overland_channel/OCmod2.f90,OCmod2,80,DOUBLEPRECISION,PARAMETER,,True,src/overland_channel/oc_conveyance.f90,oc_conveyance,Channel conveyance and the depth thresholds it shares with the node solver.,,0,,0,,"`DZMIN**(2/3)`, retained for legacy comments and comparisons."
ROOT2G,src/overland_channel/OCmod2.f90,OCmod2,81,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",SQRT_TWO_G,0,,0,,Approximation to \(\sqrt{2g}\) for weir flow.
HRFZZ,src/overland_channel/OCmod2.f90,OCmod2,82,DOUBLEPRECISION,DIMENSION(NELEE),(NELEE),False,src/overland_channel/oc_state.f90,oc_state,"Water levels, face discharges, roughness and flow derivatives.",,4,src/contaminant/CMmod.f90;src/driver/run_sim.f90;src/overland_channel/OCmod.f90;src/visualisation/visualisation_interface_left.f90,0,,Water-surface elevation by element; abstracted for AD and solver access.
qsazz,src/overland_channel/OCmod2.f90,OCmod2,83,DOUBLEPRECISION,"DIMENSION(NELEE, 4)","(NELEE, 4)",False,src/overland_channel/oc_state.f90,oc_state,"Water levels, face discharges, roughness and flow derivatives.",,2,src/driver/run_sim.f90;src/overland_channel/OCmod.f90,0,,Face discharge by element and face; positive into the indexed element.
xstab,src/overland_channel/OCmod2.f90,OCmod2,85,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,src/overland_channel/oc_state.f90,oc_state,"Water levels, face discharges, roughness and flow derivatives.",,1,src/overland_channel/OCmod.f90,0,,
nZQcols,src/overland_channel/ZQmod.f90,ZQmod,57,INTEGER(kind=I_P),"DIMENSION(:), ALLOCATABLE",(:),False,src/overland_channel/zq_tables.f90,zq_tables,Reservoir and weir stage-discharge lookup tables.,,0,,0,,Number of columns in each ZQ table.
nZQrows,src/overland_channel/ZQmod.f90,ZQmod,58,INTEGER(kind=I_P),"DIMENSION(:), ALLOCATABLE",(:),False,src/overland_channel/zq_tables.f90,zq_tables,Reservoir and weir stage-discharge lookup tables.,,0,,0,,Number of data rows in each ZQ table.
zcol,src/overland_channel/ZQmod.f90,ZQmod,59,INTEGER(kind=I_P),"DIMENSION(:), ALLOCATABLE",(:),False,src/overland_channel/zq_tables.f90,zq_tables,Reservoir and weir stage-discharge lookup tables.,,0,,0,,Currently active discharge-column index for each ZQ table.
headerRealArray,src/overland_channel/ZQmod.f90,ZQmod,60,REAL(kind=R8P),"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,src/overland_channel/zq_tables.f90,zq_tables,Reservoir and weir stage-discharge lookup tables.,,0,,0,,Numeric stage thresholds parsed from `ZQ>threshold` headers.
ZQ,src/overland_channel/ZQmod.f90,ZQmod,61,REAL(kind=R8P),"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,src/overland_channel/zq_tables.f90,zq_tables,Reservoir and weir stage-discharge lookup tables.,,0,,0,,"Stage-discharge table values, indexed by row, column, and table."
ZQTableOpHour,src/overland_channel/ZQmod.f90,ZQmod,62,INTEGER(kind=I_P),"DIMENSION(:), ALLOCATABLE",(:),False,src/overland_channel/zq_tables.f90,zq_tables,Reservoir and weir stage-discharge lookup tables.,,0,,0,,Hour offset at which each reservoir's sluices are operated.
ZQTableRef,src/overland_channel/ZQmod.f90,ZQmod,63,INTEGER(kind=I_P),,,False,src/overland_channel/zq_tables.f90,zq_tables,Reservoir and weir stage-discharge lookup tables.,ZQTableRefRead,0,,0,,Reference number read for the current ZQ table.
GRAVTY,src/sediment/CONST_SY.F90,const_sy,18,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",GRAVITY,0,,1,src/sediment/SYmod.f90,Gravitational acceleration in metres per second squared.
RHOSED,src/sediment/CONST_SY.F90,const_sy,19,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",RHO_SEDIMENT,2,src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/sediment/SYmod.f90,Representative sediment-particle density in kilograms per cubic metre.
RHOWAT,src/sediment/CONST_SY.F90,const_sy,20,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",RHO_WATER_SEDIMENT,0,,1,src/sediment/SYmod.f90,Representative water density in kilograms per cubic metre.
VISCOS,src/sediment/CONST_SY.F90,const_sy,21,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",NU_WATER,0,,1,src/sediment/SYmod.f90,Representative water kinematic viscosity in square metres per second.
ARBDEP,src/sediment/SED_CS.F90,sed_cs,40,DOUBLEPRECISION,,(NLFEE),False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Deposited-sediment cross-sectional area by link [m2].
DLS,src/sediment/SED_CS.F90,sed_cs,41,DOUBLEPRECISION,,(NELEE),False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,3,src/driver/run_sim.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Loose/bed sediment depth by active element [m].
GINFD,src/sediment/SED_CS.F90,sed_cs,42,DOUBLEPRECISION,,"(NLFEE,NSEDEE)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Sediment-volume infiltration rate used for the deep-bed term [m3/s].
GINFS,src/sediment/SED_CS.F90,sed_cs,43,DOUBLEPRECISION,,"(NLFEE,NSEDEE)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Sediment-volume infiltration rate used for the bed-surface term [m3/s].
GNU,src/sediment/SED_CS.F90,sed_cs,44,DOUBLEPRECISION,,(NELEE),False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,3,src/driver/run_sim.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Ground-surface erosion depth rate by column element [m/s].
GNUBK,src/sediment/SED_CS.F90,sed_cs,45,DOUBLEPRECISION,,(NLFEE),False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Lateral bank-erosion depth rate by link [m/s].
DCBED,src/sediment/SED_CS.F90,sed_cs,46,DOUBLEPRECISION,,(NLFEE),False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,0,,Total thickness of the active upper channel-bed layer by link [m].
DCBSED,src/sediment/SED_CS.F90,sed_cs,47,DOUBLEPRECISION,,"(NLFEE,NSEDEE)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,0,,Thickness contribution of each size class in the active upper bed layer [m].
FDEL,src/sediment/SED_CS.F90,sed_cs,49,DOUBLEPRECISION,,"(NELEE,NSEDEE)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Mobile-sediment settled-depth/water-depth ratio by element and size class.
FBETA,src/sediment/SED_CS.F90,sed_cs,51,DOUBLEPRECISION,,"(NELEE,NSEDEE)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Loose/bed sediment composition fraction by element and size class.
FBTSD,src/sediment/SED_CS.F90,sed_cs,52,DOUBLEPRECISION,,"(NLFEE,NSEDEE)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Newly deposited sediment composition fraction by link and size class.
PBSED,src/sediment/SED_CS.F90,sed_cs,54,DOUBLEPRECISION,,(NLFEE),False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Channel-bed sediment porosity by link.
PLS,src/sediment/SED_CS.F90,sed_cs,55,DOUBLEPRECISION,,(NELEE),False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,0,,Loose-sediment porosity by column element.
SOSDFN,src/sediment/SED_CS.F90,sed_cs,56,DOUBLEPRECISION,,"(NSEE,NSEDEE)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Un-eroded-soil mass fraction by soil type and sediment size class.
SOFN,src/sediment/SED_CS.F90,sed_cs,57,DOUBLEPRECISION,,"(NSEE,NSEDEE)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Three-class fallback soil fraction read from contaminant input.
NSOBED,src/sediment/SED_CS.F90,sed_cs,59,INTEGER,,(NLFEE),False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Parent-material soil-type index at the stream bed by link.
NSED,src/sediment/SED_CS.F90,sed_cs,61,INTEGER,,,False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,3,src/driver/run_sim.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Number of active sediment size classes.
QLINK,src/sediment/SED_CS.F90,sed_cs,63,DOUBLEPRECISION,,"(NLFEE,2)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,0,,1,src/contaminant/CMmod.f90,Water discharge at the two link ends [m3/s].
QDEFF,src/sediment/SED_CS.F90,sed_cs,64,DOUBLEPRECISION,,"(NLFEE,2)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Effective-flow correction at the two link ends [m3/s].
QSED,src/sediment/SED_CS.F90,sed_cs,65,DOUBLEPRECISION,,"(NELEE,NSEDEE,4)",False,src/sediment/sy_state.f90,sy_state,"Mobile, loose and bed sediment state shared with other components.",,3,src/driver/run_sim.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,,"Solid-sediment volume discharge by element, size class, and face [m3/s]."
FIRST_syackw,src/sediment/SYmod.f90,SYmod,122,LOGICAL,,,False,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",,0,,0,,Unused; see the module-level note above `MODULE SYmod`.
FIRST_syfine,src/sediment/SYmod.f90,SYmod,124,LOGICAL,,,False,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",,0,,0,,True until the fine-sediment settling velocity `WSED_syfine` has been cached.
WSED_syfine,src/sediment/SYmod.f90,SYmod,125,DOUBLEPRECISION,,,False,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",,0,,0,,"Cached fine-sediment settling velocity, set on the first call to [[syfine]]."
NSYBEE,src/sediment/SYmod.f90,SYmod,127,INTEGER,PARAMETER,,True,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Maximum number of sediment boundary entries.
NSYCEE,src/sediment/SYmod.f90,SYmod,128,INTEGER,PARAMETER,,True,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Maximum number of sediment boundary categories.
ISACKW_symain,src/sediment/SYmod.f90,SYmod,129,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Channel transport-capacity option.
ISGSED_symain,src/sediment/SYmod.f90,SYmod,130,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Overland transport-capacity option.
ISSYOK_symain,src/sediment/SYmod.f90,SYmod,131,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,1,src/driver/run_sim.f90,0,,Dynamic sediment input-check interval.
ISTEC_symain,src/sediment/SYmod.f90,SYmod,132,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Critical-shear calculation option.
ISUSED_symain,src/sediment/SYmod.f90,SYmod,133,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Sediment velocity option.
NEPS_symain,src/sediment/SYmod.f90,SYmod,134,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Number of sediment substeps per water timestep.
NFINE_symain,src/sediment/SYmod.f90,SYmod,135,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Number of fine sediment classes; manual allows 0 or 1.
NSYB_symain,src/sediment/SYmod.f90,SYmod,136,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Number of sediment boundary entries.
NSYBCD_symain,src/sediment/SYmod.f90,SYmod,137,INTEGER,,"(NSYBEE, 3)",False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,"Sediment boundary element, type, and category metadata."
NSYC_symain,src/sediment/SYmod.f90,SYmod,138,INTEGER,,(4),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Number of sediment boundary categories by boundary type.
NTSOBK_symain,src/sediment/SYmod.f90,SYmod,139,INTEGER,,(NLFEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Bank soil type by channel link.
PASS_symain,src/sediment/SYmod.f90,SYmod,140,INTEGER,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Saved call counter for sediment setup/timestep control.
NTSOTP_symain,src/sediment/SYmod.f90,SYmod,141,INTEGER,,(NELEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Top soil type by element.
ALPHA_symain,src/sediment/SYmod.f90,SYmod,142,DOUBLEPRECISION,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Fine-sediment settling/resuspension critical-shear ratio.
CONCOB_symain,src/sediment/SYmod.f90,SYmod,143,DOUBLEPRECISION,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Mobile concentration threshold for overbank exchange.
DCBEDO_symain,src/sediment/SYmod.f90,SYmod,144,DOUBLEPRECISION,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Active upper channel-bed layer thickness.
FBIC_symain,src/sediment/SYmod.f90,SYmod,145,DOUBLEPRECISION,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Fine-bed fraction threshold for infiltration.
FICRIT_symain,src/sediment/SYmod.f90,SYmod,146,DOUBLEPRECISION,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Fine-concentration threshold for infiltration.
FPCRIT_symain,src/sediment/SYmod.f90,SYmod,147,DOUBLEPRECISION,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Maximum sediment concentration fraction.
SYNOW_symain,src/sediment/SYmod.f90,SYmod,148,DOUBLEPRECISION,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Current sediment simulation time.
DLSMAX_symain,src/sediment/SYmod.f90,SYmod,149,DOUBLEPRECISION,,,False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Loose-sediment depth above which hillslope soil erosion is suppressed.
DDBSED_symain,src/sediment/SYmod.f90,SYmod,150,DOUBLEPRECISION,,"(NLFEE, NSEDEE)",False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Lower channel-bed sediment depth by link and size class.
ABC_symain,src/sediment/SYmod.f90,SYmod,151,DOUBLEPRECISION,,"(NSEDEE, NSYCEE)",False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Boundary rating-curve coefficient `A` by sediment class/category.
ACKW_symain,src/sediment/SYmod.f90,SYmod,152,DOUBLEPRECISION,,"(5, NSEDEE)",False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Ackers-White cached coefficients by sediment class.
ARXLOL_symain,src/sediment/SYmod.f90,SYmod,153,DOUBLEPRECISION,,(NLFEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Previous channel cross-sectional area by link.
BBC_symain,src/sediment/SYmod.f90,SYmod,154,DOUBLEPRECISION,,"(NSEDEE, NSYCEE)",False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Boundary rating-curve coefficient `B` by sediment class/category.
BKB_symain,src/sediment/SYmod.f90,SYmod,155,DOUBLEPRECISION,,(NSEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Channel-bank erodibility by soil type.
DBFULL_symain,src/sediment/SYmod.f90,SYmod,156,DOUBLEPRECISION,,(NLFEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Bankfull depth by channel link.
DRDRIP_symain,src/sediment/SYmod.f90,SYmod,157,DOUBLEPRECISION,,(NVEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Canopy drip drop diameter by vegetation type.
DRSED_symain,src/sediment/SYmod.f90,SYmod,158,DOUBLEPRECISION,,(NSEDEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Representative sediment particle diameter by size class.
DRSO50_symain,src/sediment/SYmod.f90,SYmod,159,DOUBLEPRECISION,,(NSEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Median soil particle diameter by soil type.
DWATOL_symain,src/sediment/SYmod.f90,SYmod,160,DOUBLEPRECISION,,(NELEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Previous surface/channel water depth by element.
FCG_symain,src/sediment/SYmod.f90,SYmod,161,DOUBLEPRECISION,,(NELEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Ground-cover fraction by element.
FCROCK_symain,src/sediment/SYmod.f90,SYmod,162,DOUBLEPRECISION,,(NELEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Rock-cover fraction by element.
FDRIP_symain,src/sediment/SYmod.f90,SYmod,163,DOUBLEPRECISION,,(NVEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Canopy drip fraction by vegetation type.
FETA_symain,src/sediment/SYmod.f90,SYmod,164,DOUBLEPRECISION,,(NELEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Soil-to-sediment solid-volume conversion factor by element.
FPCLAY_symain,src/sediment/SYmod.f90,SYmod,165,DOUBLEPRECISION,,(NSEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Clay fraction by soil type.
GBC_symain,src/sediment/SYmod.f90,SYmod,166,DOUBLEPRECISION,,"(NSEDEE, NSYCEE)",False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Steady boundary sediment input by class/category.
GKF_symain,src/sediment/SYmod.f90,SYmod,167,DOUBLEPRECISION,,(NSEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Flow detachment coefficient by soil type.
GKR_symain,src/sediment/SYmod.f90,SYmod,168,DOUBLEPRECISION,,(NSEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Rainfall detachment coefficient by soil type.
RHOSO_symain,src/sediment/SYmod.f90,SYmod,169,DOUBLEPRECISION,,(NSEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Soil bulk density by soil type.
XDRIP_symain,src/sediment/SYmod.f90,SYmod,170,DOUBLEPRECISION,,(NVEE),False,src/sediment/sy_config.f90,sy_config,"Sediment options, thresholds and per-class or per-soil parameters.",,0,,0,,Canopy drip fall height by vegetation type.
IDUM1A,src/sediment/SYmod.f90,SYmod,175,INTEGER,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,Integer workspace for [[syerr3]].
IDUM1X,src/sediment/SYmod.f90,SYmod,176,INTEGER,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,Integer workspace for [[syerr1]].
CONCI,src/sediment/SYmod.f90,SYmod,177,DOUBLE PRECISION,ALLOCATABLE,"(:, :)",False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Capacity concentration by link and sediment class, from [[sycltr]]."
DCIPRM,src/sediment/SYmod.f90,SYmod,178,DOUBLE PRECISION,ALLOCATABLE,"(:, :)",False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Interim upper-bed sediment depth by link/class, from [[sylink]]."
DDIPRM,src/sediment/SYmod.f90,SYmod,179,DOUBLE PRECISION,ALLOCATABLE,"(:, :)",False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Interim lower-bed sediment depth by link/class, from [[sylink]]."
DRDROP,src/sediment/SYmod.f90,SYmod,180,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Effective raindrop/drip diameter by land element, from [[sywat]]."
DUMSED,src/sediment/SYmod.f90,SYmod,181,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,Sediment-sized floating-point workspace passed to [[sycltr]]/[[sycolm]].
DWAT1,src/sediment/SYmod.f90,SYmod,182,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Surface/channel water depth by element, from [[sywat]]."
EPSB,src/sediment/SYmod.f90,SYmod,183,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Bank erosion sediment source by link, from [[sybker]]."
FQCONF,src/sediment/SYmod.f90,SYmod,184,DOUBLE PRECISION,ALLOCATABLE,"(:, :)",False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Confluence outflow fractions for receiving branches, from [[sywat]]."
LRAIN,src/sediment/SYmod.f90,SYmod,185,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Effective direct rainfall rate by land element, from [[sywat]]."
QSDWAT,src/sediment/SYmod.f90,SYmod,186,DOUBLE PRECISION,ALLOCATABLE,"(:, :, :)",False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Sediment advection coefficient for outflow faces, from [[sycltr]]."
QSEDB,src/sediment/SYmod.f90,SYmod,187,DOUBLE PRECISION,ALLOCATABLE,"(:, :)",False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Boundary sediment flow by class and boundary entry, from [[sybc]]."
QWATB,src/sediment/SYmod.f90,SYmod,188,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,Boundary water outflow rate by boundary entry.
SLOPEJ,src/sediment/SYmod.f90,SYmod,189,DOUBLE PRECISION,ALLOCATABLE,"(:, :)",False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Face water-surface slope, from [[sywat]]."
TAUJ,src/sediment/SYmod.f90,SYmod,190,DOUBLE PRECISION,ALLOCATABLE,"(:, :)",False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Face shear stress, from [[sywat]]."
TAUK,src/sediment/SYmod.f90,SYmod,191,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Representative element/link shear stress, from [[sywat]]."
